Time[s],Packet ID,Address,Read/Write,Data
6.3391378000,273,0x05,R,0x46 0x32 0x01 0x8B 0xB8 0x22 0x9F 0xFD 0x02 0xA0 0x00 0x00 0x34 0x40 0x0D 0x49 0xA8 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x37 0x80 0x00 0x00
6.3531264000,274,0x04,W,0x82
6.4036956000,275,0x04,W,0xA7 0x03 0x00 0x00 0x00 0x37 0x08 0x04
6.4097892000,276,0x05,R,0x46 0x00 0x00
6.4100310000,277,0x04,W,0x82
6.4536730000,278,0x04,W,0xA7 0x01 0x00 0x06 0x00 0x38
6.4602542000,279,0x05,R,0x46 0x06 0x00 0x00 0x00 0x0E 0x03 0xA7 0x74
6.4607628000,280,0x04,W,0x82
6.5036870000,281,0x04,W,0xA7 0x03 0x00 0x00 0x00 0x37 0x09 0x04
6.5107200000,282,0x05,R,0x46 0x00 0x00
6.5109610000,283,0x04,W,0x82
6.5536646000,284,0x04,W,0xA7 0x01 0x00 0xAE 0x00 0x38
6.5611856000,285,0x05,R,0x46 0xAE 0x00 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFB 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE3 0xCC 0x88 0xE0 0x00 0x00
6.5691468000,286,0x04,W,0x82
6.6036870000,287,0x04,W,0xA7 0x03 0x00 0x00 0x00 0x37 0x0B 0x04
6.6116508000,288,0x05,R,0x46 0x00 0x00
6.6118920000,289,0x04,W,0x82
6.6536622000,290,0x04,W,0xA7 0x01 0x00 0x0F 0x00 0x38
6.6621148000,291,0x05,R,0x46 0x0F 0x00 0x08 0x24 0xDD 0x2D 0xB0 0x1F 0x52 0xF8 0x1F 0xC5 0xEC 0x03 0x2D 0x64 0x00
6.6635210000,292,0x04,W,0x82
6.7036848000,293,0x04,W,0xA7 0x03 0x00 0x00 0x00 0x37 0x10 0x04
6.7125790000,294,0x05,R,0x46 0x00 0x00
6.7128192000,295,0x04,W,0x82
6.7536570000,296,0x04,W,0xA7 0x01 0x00 0x0E 0x01 0x38
6.7630436000,297,0x05,R,0x46 0x0E 0x01 0x85 0xB4 0x39 0x92 0x09 0xA3 0x96 0xB5 0x43 0x2D 0x4E 0xFC 0x3F 0xFF 0xFF 0xB9 0x0A 0x41 0xBF 0xFF 0xFF 0xB9 0x0A 0x41 0xBF 0xFF 0xFF 0xB9 0x0A 0x41 0xB2 0xD6 0x46 0x28 0x61 0x9B 0x20 0x13 0x73 0x96 0xB5 0x43 0x16 0xB5 0x43 0x19 0x7A 0x96 0x99 0x7A 0x96 0x99 0x7A 0x96 0x99 0x7A 0x96 0x99 0x7A 0x96 0x99 0x7A 0x96 0x99 0x7A 0x96 0x94 0x3D 0x13 0x94 0x3D 0x13 0x94 0x3D 0x13 0x94 0x3D 0x13 0x92 0x09 0xA3 0x90 0x13 0x79 0x90 0x13 0x79 0x90 0x13 0x79 0x90 0x13 0x79 0x90 0x13 0x79 0x90 0x13 0x79 0x90 0x13 0x79 0x90 0x13 0x79 0x90 0x13 0x79 0x90 0x13 0x79 0x90 0x13 0x79 0x90 0x13 0x79 0x8E 0x53 0xEB 0x8E 0x53 0xEB 0x8C 0xC5 0x09 0x8B 0x61 0x88 0x8B 0x61 0x88 0x8B 0x61 0x88 0x8B 0x61 0x88 0x8B 0x61 0x88 0x8B 0x61 0x88 0x8A 0x24 0xB0 0xE7 0xEF 0xE2 0x90 0x39 0x03 0x90 0x38 0xC2 0x05 0xFF 0xE0 0x00 0x00 0x00 0x00 0x07 0xDF 0x7D 0xF7 0xBE 0x79 0xE7 0x9E 0x79 0xE7 0x9E 0x79 0xE7 0x9D 0xF7 0xD7 0x3C 0xF3 0xCF 0x3C 0xF0 0x03 0xE8 0x2E 0xE1 0x38 0x86 0xD6 0x23 0x28 0xAB 0xE3 0x2C 0x8E 0xA6 0x42 0x69 0x28 0xE5 0x20 0x96 0x76 0x61 0xA9 0xA5 0xE7 0x14 0x9E 0x46 0x80 0xEA 0x22 0xE9 0x08 0xA6 0x16 0xA0 0x2A 0x9F 0xEA 0xFC 0xAD 0xE6 0xBF 0x6B 0x1C 0xEC 0xF0 0xB5 0xB6 0xDE 0xAB 0x99 0xEE 0xE4 0xBD 0x86 0xFD 0xEC 0x16 0xF0 0xD8 0xC5 0x57 0x1D 0x2C 0x93 0xF2 0xCC 0xCD 0x27 0x3C 0x6D 0x10 0xF4 0xC0 0xD4 0xF7 0x5B 0xAD 0x8D 0xF6 0xB4 0xDC 0xC7 0x88 0x00
6.7752604000,298,0x04,W,0x82
6.8286844000,299,0x04,W,0xA7 0x03 0x00 0x00 0x00 0x37 0x06 0x04
6.8336942000,300,0x05,R,0x46 0x00 0x00
6.8339344000,301,0x04,W,0x82
6.8786570000,302,0x04,W,0xA7 0x01 0x00 0x12 0x00 0x38
6.8841592000,303,0x05,R,0x46 0x12 0x00 0x36 0x00 0x00 0x00 0x00 0x02 0x86 0x82 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
6.8851948000,304,0x04,W,0x82
6.9286674000,305,0x04,W,0xA7 0x02 0x00 0x00 0x00 0x12 0x01
6.9346240000,306,0x05,R,0x46 0x00 0x00
6.9348642000,307,0x04,W,0x82
7.0286506000,308,0x04,W,0xA7 0x01 0x00 0x03 0x00 0x02
7.0355510000,309,0x05,R,0x46 0x03 0x00 0x01 0x00 0x1A
7.0364052000,310,0x04,W,0x82
7.1036454000,311,0x04,W,0xA7 0x01 0x00 0x00 0x00 0x26
7.1062010000,312,0x05,R,0x46 0x00 0x00
7.1064412000,313,0x04,W,0x82
7.2036492000,314,0x04,W,0xA7 0x01 0x00 0x03 0x00 0x02
7.2071302000,315,0x05,R,0x46 0x03 0x00 0x00 0x00 0x1A
7.2079840000,316,0x04,W,0x82
8.8013374000,317,0x04,W,0x88 0x01
13.8513796000,318,0x04,W,0x88 0x01
18.9014828000,319,0x04,W,0x88 0x01
23.9515860000,320,0x04,W,0x88 0x01
29.0017656000,321,0x04,W,0x88 0x01
